id,age,experience_years,education_level,hours_per_week,annual_income,credit_score,will_purchase
698,39,16,Bachelors,35,66566,707,1
699,30,7,PhD,48,32394,740,0
700,62,42,Masters,40,91210,639,1
701,38,17,Bachelors,47,52137,715,1
702,61,38,PhD,49,55912,690,1
703,49,30,Bachelors,58,83994,677,1
704,70,50,Bachelors,36,88626,552,0
705,64,45,HighSchool,52,71013,555,0
706,55,31,Bachelors,22,45994,622,0
707,52,27,Bachelors,43,40630,742,0
708,55,33,Bachelors,49,67764,649,1
709,41,23,Bachelors,59,55154,542,0
710,26,1,Bachelors,31,12783,613,0
711,27,2,Masters,22,32376,729,0
712,22,0,Masters,34,40042,662,0
713,68,45,PhD,50,115951,578,0
714,20,0,HighSchool,53,27889,608,0
715,65,43,Bachelors,44,76662,595,0
716,59,40,Masters,44,91696,641,1
717,43,20,Masters,51,67598,508,0
718,18,0,PhD,30,31261,733,0
719,35,14,Bachelors,31,57294,729,1
720,70,51,Bachelors,46,103977,546,0
721,48,23,PhD,33,39274,595,0
722,44,26,Bachelors,22,71749,717,1
723,26,8,Bachelors,23,53519,786,1
724,51,27,HighSchool,38,73710,634,1
725,56,31,PhD,30,69151,720,1
726,27,7,Masters,30,35181,586,0
727,47,28,Bachelors,44,61391,672,1
728,30,6,Bachelors,58,58623,695,1
729,57,39,HighSchool,25,66422,654,1
730,56,38,PhD,53,54639,718,1
731,62,38,Bachelors,50,84215,583,0
732,55,36,PhD,28,70874,769,1
733,23,1,PhD,36,40812,752,0
734,68,50,HighSchool,53,117747,654,1
735,62,39,PhD,43,92093,695,1
736,55,33,Masters,54,63107,680,1
737,35,11,Bachelors,46,28861,621,0
738,29,6,PhD,36,57642,643,1
739,67,43,Bachelors,27,79475,573,0
740,62,42,HighSchool,33,53992,643,1
741,69,51,Bachelors,44,95906,648,1
742,23,3,PhD,58,35984,660,0
743,32,9,HighSchool,58,62560,666,1
744,43,21,HighSchool,31,44242,591,0
745,30,8,Bachelors,22,39996,568,0
746,62,41,Bachelors,22,61878,728,1
747,28,9,Masters,45,35221,705,0
748,55,34,HighSchool,24,84554,607,1
749,64,41,Masters,37,86016,827,1
750,47,23,HighSchool,36,66486,724,1
751,53,34,Masters,41,98651,608,1
752,34,12,PhD,44,23883,603,0
753,66,43,PhD,49,110063,565,0
754,48,29,Masters,24,42419,732,0
755,32,11,Masters,46,64379,626,1
756,18,0,Bachelors,38,50123,707,1
757,70,47,HighSchool,55,108406,616,1
758,40,19,Masters,31,73596,615,1
759,30,5,Bachelors,35,33715,508,0
760,31,10,Bachelors,35,49764,593,0
761,67,48,HighSchool,25,75151,557,0
762,57,39,HighSchool,50,72789,694,1
763,54,32,PhD,31,100926,634,1
764,35,11,Bachelors,56,62688,711,1
765,45,20,HighSchool,52,42516,763,0
766,67,47,PhD,27,79179,576,0
767,62,44,HighSchool,33,77677,672,1
768,41,19,Bachelors,55,58341,705,1
769,57,34,Masters,31,59786,650,1
770,62,39,Masters,45,78551,693,1
771,26,5,HighSchool,37,43465,565,0
772,42,21,Bachelors,29,51831,651,1
773,44,19,Bachelors,60,36983,638,0
774,68,43,Masters,36,64432,615,1
775,43,24,Bachelors,23,58173,702,1
776,58,39,PhD,41,78230,716,1
777,53,31,Masters,21,51639,684,1
778,61,40,Bachelors,38,65638,732,1
779,49,24,HighSchool,44,49346,598,0
780,27,7,Masters,46,28943,583,0
781,22,3,Bachelors,41,37686,710,0
782,36,14,PhD,37,67798,570,0
783,41,16,PhD,30,49508,663,0
784,64,43,Masters,25,82799,718,1
785,24,5,PhD,55,66793,689,1
786,51,32,HighSchool,36,64559,630,1
787,42,20,Bachelors,35,53235,574,0
788,26,6,Bachelors,21,47250,664,0
789,38,13,PhD,54,69154,614,1
790,26,6,PhD,60,44989,506,0
791,45,23,Masters,50,36327,618,0
792,46,24,Masters,46,61814,709,1
793,18,0,Masters,38,29497,651,0
794,49,24,Masters,20,57470,525,0
795,56,35,HighSchool,55,67667,701,1
796,53,29,PhD,35,78010,747,1
797,42,18,Bachelors,36,70868,696,1
798,51,29,Masters,54,76590,582,0
799,22,2,Bachelors,38,46517,699,0
800,46,24,PhD,32,54699,686,1
801,52,34,Bachelors,26,67046,685,1
802,46,28,Bachelors,25,71324,716,1
803,39,15,Masters,51,70042,649,1
804,68,50,Masters,25,107972,506,0
805,21,0,PhD,24,18051,638,0
806,34,10,HighSchool,27,63554,632,1
807,42,17,Bachelors,22,54677,758,1
808,24,3,PhD,44,31382,594,0
809,38,18,HighSchool,55,46733,642,0
810,58,36,Bachelors,43,98872,559,0
811,31,12,Bachelors,60,50006,654,1
812,68,46,HighSchool,45,89189,640,1
813,20,0,Bachelors,43,34378,597,0
814,49,30,Masters,60,87071,674,1
815,27,8,Bachelors,51,49509,846,0
816,68,45,PhD,32,98080,659,1
817,64,44,Masters,22,63377,656,1
818,36,11,Bachelors,56,55376,709,1
819,64,39,Masters,58,100586,604,1
820,22,2,PhD,38,41715,570,0
821,47,29,PhD,31,79566,584,0
822,41,20,Masters,24,41029,576,0
823,42,21,PhD,55,68634,697,1
824,44,21,HighSchool,26,47486,646,0
825,26,6,HighSchool,32,44452,678,0
826,20,0,PhD,53,21639,584,0
827,21,0,Bachelors,58,36911,638,0
828,31,6,HighSchool,49,43572,626,0
829,53,29,Masters,23,66963,600,0
830,20,1,Masters,24,64258,589,0
831,24,5,Bachelors,54,34815,680,0
832,60,39,Bachelors,55,83221,577,0
833,24,1,PhD,47,42015,621,0
834,29,5,Masters,30,15155,629,0
835,40,17,Masters,43,35196,701,0
836,70,47,Bachelors,56,79248,630,1
837,53,31,Masters,48,57323,672,1
838,64,46,Masters,58,100638,653,1
839,37,19,Masters,34,55859,709,1
840,67,45,Bachelors,26,95470,665,1
841,26,4,Masters,57,41910,703,0
842,37,18,PhD,56,79641,593,0
843,64,41,PhD,31,46465,661,0
844,62,43,Masters,22,75833,558,0
845,23,5,Masters,42,50257,598,0
846,25,4,HighSchool,60,45324,582,0
847,37,19,Masters,54,46749,625,0
848,62,41,Bachelors,23,52234,435,0
849,46,27,Bachelors,47,62784,717,1
850,26,3,HighSchool,50,34302,640,0
851,43,21,HighSchool,45,32838,648,0
852,26,6,PhD,55,48519,716,0
853,54,33,Bachelors,35,93489,702,1
854,38,19,HighSchool,46,44290,679,0
855,38,15,HighSchool,39,56461,706,1
856,70,45,Bachelors,48,115002,685,1
857,30,7,Bachelors,25,39722,665,0
858,57,37,Masters,20,55416,755,1
859,37,12,PhD,21,28585,750,0
860,31,10,Masters,55,24367,662,0
861,27,9,PhD,57,63143,602,1
862,34,14,HighSchool,38,55261,752,1
863,35,17,PhD,20,66542,691,1
864,60,37,HighSchool,21,62495,789,1
865,42,21,PhD,52,67597,645,1
866,38,13,HighSchool,31,57258,823,1
867,53,35,HighSchool,35,83798,621,1
868,49,25,Bachelors,21,48318,703,0
869,58,36,Bachelors,52,77931,674,1
870,34,10,HighSchool,55,58682,634,1
871,39,15,Bachelors,25,43207,565,0
872,61,40,PhD,35,64313,617,1
873,37,14,PhD,54,67751,724,1
874,55,34,Bachelors,39,60410,511,0
875,26,2,Bachelors,56,50572,619,1
876,53,34,Bachelors,40,77286,616,1
877,19,0,PhD,46,25635,759,0
878,70,48,Bachelors,32,94709,677,1
879,66,44,Bachelors,58,92755,756,1
880,40,21,PhD,28,33165,648,0
881,63,40,Bachelors,44,73052,652,1
882,30,9,HighSchool,46,44838,637,0
883,35,11,Bachelors,32,43071,624,0
884,46,21,Masters,49,71953,602,1
885,67,49,PhD,40,62872,752,1
886,54,36,HighSchool,48,47966,688,0
887,33,9,HighSchool,55,27894,727,0
888,21,0,Masters,48,24150,685,0
889,70,48,PhD,30,68332,695,1
890,21,1,PhD,48,50499,694,1
891,29,9,PhD,46,43099,664,0
892,47,26,PhD,25,58688,757,1
893,63,43,HighSchool,25,91448,700,1
894,41,22,PhD,52,55251,623,1
895,53,29,HighSchool,30,80297,602,1
896,60,40,Bachelors,29,86930,749,1
897,44,22,Masters,48,58515,692,1
898,26,5,HighSchool,59,43927,639,0
899,49,24,HighSchool,58,74387,615,1
900,55,30,PhD,46,50801,683,1
901,18,0,Masters,59,18507,556,0
902,31,13,Bachelors,29,57375,671,1
903,27,9,Masters,41,47273,639,0
904,44,24,Bachelors,38,42575,581,0
905,56,36,PhD,57,77713,664,1
906,67,45,Masters,43,109126,572,0
907,66,42,HighSchool,38,74275,656,1
908,35,12,PhD,53,52864,696,1
909,21,2,HighSchool,50,34085,555,0
910,68,46,PhD,58,99305,605,1
911,54,31,Bachelors,59,58122,617,1
912,58,33,PhD,31,77028,615,1
913,36,15,HighSchool,27,66883,664,1
914,25,4,PhD,46,51949,668,1
915,69,48,HighSchool,60,99283,704,1
916,68,49,Masters,39,77239,647,1
917,18,0,Masters,41,16845,705,0
918,19,0,Bachelors,41,49343,513,0
919,48,23,HighSchool,28,35070,661,0
920,52,29,PhD,46,73178,639,1
921,51,29,Masters,55,61308,639,1
922,61,38,Masters,24,84749,639,1
923,19,0,PhD,60,29171,640,0
924,56,32,Bachelors,58,95247,731,1
925,37,14,HighSchool,37,32826,692,0
926,33,10,PhD,39,46387,708,0
927,25,2,HighSchool,32,45898,610,0
928,19,0,Bachelors,32,20350,717,0
929,51,29,Masters,29,64332,618,1
930,51,31,Bachelors,22,40845,677,0
931,51,32,HighSchool,39,90928,605,1
932,56,37,Masters,49,84468,629,1
933,67,45,HighSchool,56,91941,550,0
934,31,8,Bachelors,32,34988,734,0
935,67,42,HighSchool,37,88591,695,1
936,18,0,Bachelors,54,28457,699,0
937,27,5,Bachelors,30,53639,691,1
938,39,14,HighSchool,28,77086,677,1
939,21,2,PhD,23,42124,685,0
940,63,38,Masters,39,72370,690,1
941,66,47,PhD,56,111771,744,1
942,62,37,HighSchool,49,71109,743,1
943,67,42,PhD,34,88504,637,1
944,57,35,Masters,45,89117,792,1
945,39,16,PhD,51,71229,665,1
946,40,15,PhD,30,44204,713,0
947,54,34,HighSchool,45,85327,536,0
948,38,19,Masters,54,39554,672,0
949,33,12,Bachelors,50,39197,692,0
950,70,46,PhD,56,96371,564,0
951,33,13,HighSchool,56,56232,620,1
952,56,31,Masters,55,87012,693,1
953,37,13,HighSchool,58,74338,731,1
954,67,43,Masters,51,83624,630,1
955,31,11,HighSchool,29,33148,584,0
956,36,12,PhD,32,52451,787,1
957,37,15,PhD,42,70395,644,1
958,57,33,Bachelors,38,100815,707,1
959,21,3,Masters,27,51039,542,0
960,33,9,PhD,60,42683,712,0
961,42,18,Bachelors,31,41333,657,0
962,42,19,PhD,29,44209,788,0
963,26,6,HighSchool,24,29415,618,0
964,49,25,Bachelors,25,75177,746,1
965,47,23,Bachelors,49,43323,644,0
966,46,22,Masters,34,64621,737,1
967,54,29,Bachelors,52,66263,808,1
968,54,31,HighSchool,22,42481,604,0
969,25,0,HighSchool,29,26422,565,0
970,66,44,PhD,53,116479,719,1
971,23,2,PhD,60,38409,472,0
972,22,0,HighSchool,41,30144,647,0
973,47,22,Masters,46,35265,804,0
974,36,14,Bachelors,22,36549,561,0
975,37,15,HighSchool,60,46999,657,0
976,21,0,HighSchool,38,23623,653,0
977,22,0,Masters,28,19412,612,0
978,34,16,HighSchool,58,65759,733,1
979,27,2,Masters,31,30053,758,0
980,49,29,HighSchool,41,106143,631,1
981,56,36,PhD,46,78411,598,0
982,46,26,Bachelors,56,66646,585,0
983,59,37,HighSchool,23,78788,711,1
984,37,12,Bachelors,44,41548,586,0
985,34,14,PhD,20,36332,771,0
986,42,19,HighSchool,26,69173,600,0
987,45,23,Masters,37,57968,681,1
988,59,35,PhD,35,70532,557,0
989,30,7,Bachelors,40,18974,619,0
990,22,4,PhD,26,10071,633,0
991,40,19,Masters,36,54750,664,1
992,23,5,Bachelors,58,28178,566,0
993,25,6,Bachelors,44,22544,525,0
994,54,34,HighSchool,31,69747,728,1
995,22,0,Masters,47,26194,552,0
996,67,44,Masters,30,84119,594,0
997,21,0,PhD,41,43890,648,0
998,70,48,Bachelors,48,129892,732,1
999,30,6,Bachelors,51,57033,704,1
1000,45,24,HighSchool,48,61689,618,1
1001,22,3,Masters,48,55480,659,1
1002,59,41,HighSchool,44,80000,758,1
1003,43,25,PhD,50,38385,702,0
1004,67,48,Bachelors,20,66452,721,1
1005,67,42,HighSchool,56,41958,602,0
1006,39,17,PhD,23,21761,519,0
1007,23,0,Masters,25,41246,550,0
1008,36,15,Bachelors,55,68821,666,1
1009,30,8,PhD,26,27751,601,0
1010,23,0,Bachelors,28,31715,653,0
1011,55,34,PhD,44,91261,683,1
1012,37,12,PhD,21,45657,655,0
1013,68,50,PhD,27,93310,749,1
1014,51,26,Bachelors,57,68918,676,1
1015,65,45,PhD,21,47297,678,0
1016,20,0,Bachelors,20,28253,669,0
1017,37,18,PhD,59,68887,732,1
1018,70,51,HighSchool,51,79342,595,0
1019,22,1,PhD,41,49550,465,0
1020,61,37,Masters,27,91923,636,1
1021,26,3,Bachelors,22,18892,615,0
1022,25,3,Bachelors,46,44499,708,0
1023,28,3,Bachelors,57,47360,658,0
1024,58,34,Bachelors,21,71576,630,1
1025,18,0,HighSchool,57,48896,602,0
1026,69,44,Bachelors,33,90121,693,1
1027,46,22,Bachelors,31,52508,637,1
1028,29,4,HighSchool,60,48670,597,0
1029,44,26,Bachelors,32,74436,707,1
1030,24,1,Bachelors,49,38704,548,0
1031,35,17,Bachelors,27,55084,548,0
1032,48,23,Bachelors,30,54458,631,1
1033,59,36,Masters,33,60692,675,1
1034,69,44,HighSchool,26,78546,491,0
1035,29,9,HighSchool,51,40374,647,0
1036,33,8,Masters,46,50535,749,1
1037,38,17,HighSchool,40,53935,701,1
1038,44,23,PhD,34,75610,691,1
1039,21,0,Bachelors,33,44758,616,0
1040,42,19,Bachelors,49,53502,552,0
1041,35,14,Masters,28,64258,668,1
1042,35,15,HighSchool,49,43817,661,0
1043,39,18,Masters,58,73751,753,1
1044,57,37,Bachelors,25,56413,694,1
1045,31,6,PhD,37,54091,656,1
1046,33,12,Masters,47,20726,579,0
1047,55,35,HighSchool,46,80056,647,1
1048,48,30,PhD,53,50380,728,1
1049,62,43,PhD,51,88042,739,1
1050,18,0,Bachelors,28,21418,690,0
1051,23,5,PhD,39,46453,716,0
1052,54,36,PhD,49,82077,508,0
1053,43,23,Masters,60,44882,672,0
1054,58,39,PhD,41,66754,638,1
1055,66,44,Bachelors,25,70436,606,1
1056,21,0,HighSchool,27,15652,702,0
1057,20,0,Masters,31,15309,562,0
1058,53,32,Bachelors,41,71225,684,1
1059,48,27,Bachelors,40,57283,694,1
1060,61,37,Masters,23,84024,674,1
1061,49,30,PhD,54,64142,572,0
1062,36,11,Masters,24,52159,784,1
1063,23,4,PhD,31,25127,820,0
1064,24,4,Masters,27,27165,572,0
1065,31,13,Masters,46,67789,633,1
1066,26,1,Masters,46,14749,684,0
1067,36,15,HighSchool,21,51855,613,1
1068,51,28,PhD,57,58797,734,1
1069,38,13,PhD,49,47640,685,0
1070,68,46,Bachelors,36,88102,716,1
1071,36,18,Bachelors,42,46157,821,0
1072,57,37,Masters,31,101978,627,1
1073,62,42,Bachelors,35,116376,799,1
1074,54,34,PhD,36,64656,684,1
1075,63,45,Masters,42,96388,711,1
1076,28,6,HighSchool,21,18932,696,0
1077,27,2,Masters,29,55659,653,1
1078,50,27,Masters,50,98877,537,0
1079,66,46,PhD,41,78422,544,0
1080,20,0,HighSchool,39,52244,665,1
1081,32,7,Masters,25,26421,734,0
1082,30,9,Masters,32,58864,662,1
1083,46,27,PhD,32,41642,655,0
1084,50,32,Masters,45,89495,760,1
1085,41,17,Masters,20,43385,713,0
1086,46,27,Bachelors,48,65972,577,0
1087,46,24,Bachelors,47,60820,578,0
1088,55,36,Bachelors,33,58401,847,1
1089,51,28,HighSchool,57,70947,619,1
1090,44,22,PhD,31,33527,612,0
1091,66,46,Bachelors,31,90629,599,0
1092,49,31,Masters,57,67919,734,1
1093,47,26,HighSchool,20,64387,698,1
1094,58,33,HighSchool,38,55856,690,1
1095,62,41,HighSchool,27,78914,568,0
1096,22,0,PhD,56,26136,671,0
1097,61,36,HighSchool,43,56530,642,1
1098,34,14,HighSchool,29,32447,780,0
1099,26,3,Bachelors,23,28279,722,0
1100,40,22,Masters,38,23204,619,0
1101,50,29,Bachelors,26,55219,625,1
1102,38,15,Masters,37,40061,551,0
1103,24,1,Bachelors,20,35151,693,0
1104,67,42,PhD,41,90566,630,1
1105,31,11,Bachelors,32,48164,564,0
1106,62,43,PhD,49,92752,632,1
1107,26,8,PhD,42,36829,711,0
1108,70,45,Masters,31,82396,633,1
1109,70,51,Bachelors,28,94769,619,1
1110,32,10,Bachelors,33,46048,670,0
1111,62,43,HighSchool,21,81800,533,0
1112,20,0,HighSchool,22,31411,569,0
1113,21,0,HighSchool,36,43043,665,0
1114,18,0,HighSchool,58,46325,794,0
1115,29,6,HighSchool,25,49856,741,0
1116,35,12,Masters,30,59435,553,0
1117,57,36,HighSchool,26,81781,542,0
1118,51,30,Bachelors,38,79256,753,1
1119,18,0,Bachelors,52,45716,586,0
1120,62,42,PhD,26,84111,709,1
1121,42,18,Bachelors,52,58231,683,1
1122,38,19,PhD,27,33480,639,0
1123,41,19,HighSchool,25,46793,680,0
1124,36,11,Masters,48,49916,720,0
1125,45,24,HighSchool,50,77117,624,1
1126,18,0,HighSchool,45,13154,688,0
1127,23,4,Bachelors,45,22036,704,0
1128,24,4,HighSchool,43,51174,640,1
1129,56,32,HighSchool,34,81275,554,0
1130,35,13,PhD,42,28041,664,0
1131,43,18,Masters,29,51109,616,1
1132,34,9,PhD,34,35418,622,0
1133,24,6,HighSchool,51,24984,481,0
1134,42,19,Bachelors,39,49635,628,0
1135,22,0,PhD,32,24840,729,0
1136,50,28,Masters,54,34338,600,0
1137,20,0,HighSchool,44,5263,692,0
1138,46,21,HighSchool,22,61563,742,1
1139,67,45,Bachelors,51,77528,675,1
1140,42,17,HighSchool,56,47199,558,0
1141,61,36,PhD,55,90571,584,0
1142,43,21,PhD,57,82732,632,1
1143,40,18,Masters,23,52986,653,1
1144,41,18,HighSchool,60,55917,676,1
1145,40,17,PhD,42,63526,668,1
1146,33,11,HighSchool,24,45427,624,0
1147,28,10,Masters,22,9569,683,0
1148,54,30,Masters,21,55646,562,0
1149,38,14,PhD,40,24318,593,0
1150,24,3,Masters,51,13379,647,0
1151,39,19,Masters,43,65584,641,1
1152,58,39,Bachelors,38,77001,708,1
1153,54,30,Bachelors,59,73405,619,1
1154,55,36,Masters,37,98888,701,1
1155,48,24,Bachelors,42,67562,552,0
1156,37,15,PhD,54,48185,716,0
1157,34,9,Bachelors,21,24548,589,0
1158,29,4,Bachelors,49,37095,749,0
1159,69,45,HighSchool,53,95000,724,1
1160,33,13,Masters,47,24551,724,0
1161,22,1,PhD,37,41958,559,0
1162,34,13,PhD,35,53503,679,1
1163,33,11,PhD,51,33564,622,0
1164,59,41,Bachelors,30,77681,666,1
1165,68,46,Bachelors,22,98655,631,1
1166,19,1,HighSchool,40,8995,566,0
1167,44,21,HighSchool,45,81257,610,1
1168,26,5,HighSchool,56,39405,488,0
1169,51,29,PhD,25,62873,685,1
1170,69,46,Masters,57,90124,523,0
1171,65,44,PhD,33,88438,684,1
1172,35,10,PhD,36,46114,631,0
1173,52,29,HighSchool,40,50473,627,1
1174,33,11,Bachelors,43,31910,660,0
1175,37,19,HighSchool,23,40067,535,0
1176,33,11,PhD,39,29932,566,0
1177,69,50,Bachelors,48,69251,749,1
1178,43,21,Masters,25,75927,604,1
1179,37,16,Bachelors,48,32669,544,0
1180,67,43,HighSchool,37,101355,553,0
1181,49,24,PhD,41,54854,509,0
1182,70,51,Bachelors,36,78041,647,1
1183,56,33,PhD,21,67514,550,0
1184,29,4,Bachelors,20,13675,707,0
1185,38,19,HighSchool,30,51859,760,1
1186,67,47,PhD,40,59303,692,1
1187,26,4,Bachelors,57,54374,538,0
1188,30,11,PhD,43,58829,780,1
1189,54,33,HighSchool,21,85072,603,1
1190,58,37,HighSchool,49,86546,753,1
1191,28,10,PhD,59,39198,673,0
1192,23,0,Bachelors,56,54482,724,1
1193,45,20,PhD,27,53713,696,1
1194,70,48,Masters,51,81141,700,1
1195,31,10,Masters,32,28207,685,0
1196,27,9,Masters,36,43095,726,0
1197,33,10,PhD,25,47503,652,0
1198,38,14,Bachelors,44,43680,539,0
1199,34,15,HighSchool,55,67086,672,1
1200,33,8,Masters,58,83400,581,0
1201,56,38,HighSchool,36,61715,648,1
1202,43,20,Bachelors,55,69618,661,1
1203,28,3,Masters,49,47156,695,0
1204,51,27,Bachelors,36,66547,664,1
1205,26,1,Masters,43,45042,624,0
1206,34,12,Masters,47,58702,611,1
1207,49,29,PhD,23,63581,671,1
1208,29,11,PhD,36,52698,717,1
1209,25,0,HighSchool,48,19776,736,0
1210,49,24,PhD,27,73962,534,0
1211,25,2,HighSchool,33,38702,617,0
1212,28,6,Bachelors,57,45663,649,0
1213,67,47,PhD,24,84025,732,1
1214,24,1,HighSchool,38,23119,553,0
1215,43,20,HighSchool,40,59505,673,1
1216,63,38,PhD,60,102953,623,1
1217,18,0,HighSchool,59,50369,631,1
1218,64,44,Bachelors,23,83594,595,0
1219,69,51,HighSchool,55,111734,629,1
1220,43,21,Bachelors,35,85025,619,1
1221,23,5,Bachelors,30,23363,695,0
1222,59,39,HighSchool,39,62563,654,1
1223,69,47,Bachelors,42,74656,535,0
1224,50,29,PhD,48,82029,597,0
1225,54,30,HighSchool,47,77837,560,0
1226,45,21,HighSchool,22,11569,634,0
1227,61,40,Bachelors,51,61963,632,1
1228,23,1,PhD,47,59006,710,1
1229,37,17,Bachelors,39,62029,578,0
1230,36,18,HighSchool,22,30330,642,0
1231,44,25,PhD,56,72206,589,0
1232,55,36,HighSchool,27,70304,572,0
1233,68,48,PhD,22,110785,721,1
1234,37,14,PhD,48,42813,611,0
1235,69,49,Bachelors,31,125634,743,1
1236,34,15,PhD,54,69141,657,1
1237,18,0,PhD,49,23891,518,0
1238,65,40,Masters,59,93726,560,0
1239,62,38,Masters,25,74872,658,1
1240,25,7,Bachelors,21,40196,747,0
1241,59,38,PhD,60,95327,582,0
1242,23,1,PhD,29,26791,652,0
1243,28,8,PhD,51,15642,674,0
1244,55,34,Bachelors,38,46442,593,0
1245,21,0,HighSchool,26,11618,569,0
1246,44,19,Masters,22,32145,656,0
1247,55,30,Bachelors,23,47441,637,0
1248,38,19,Masters,46,62338,627,1
1249,57,34,PhD,47,87158,657,1
1250,30,5,Masters,48,41585,698,0
1251,61,38,PhD,28,91845,574,0
1252,42,18,Masters,50,65500,521,0
1253,57,36,Masters,25,66773,618,1
1254,30,10,PhD,26,49489,488,0
1255,49,27,Bachelors,33,8930,557,0
1256,40,18,Masters,30,64138,773,1
1257,50,32,HighSchool,41,51847,690,1
1258,25,4,PhD,36,61874,645,1
1259,67,49,Masters,29,105959,536,0
1260,56,37,HighSchool,48,90452,478,0
1261,66,47,HighSchool,59,71207,562,0
1262,24,6,HighSchool,30,15413,546,0
1263,41,21,Masters,48,60923,568,0
1264,24,4,Masters,41,40335,617,0
1265,30,5,PhD,20,32803,777,0
1266,39,17,Bachelors,25,45511,760,0
1267,44,21,Bachelors,29,54271,564,0
1268,68,47,Bachelors,47,77330,687,1
1269,47,24,HighSchool,48,64493,657,1
1270,69,50,HighSchool,41,75468,832,1
1271,28,4,HighSchool,45,39572,547,0
1272,59,39,HighSchool,60,111462,634,1
1273,51,29,PhD,45,85854,578,0
1274,37,14,Masters,20,57780,516,0
1275,57,37,PhD,48,59404,534,0
1276,57,32,Masters,45,76818,507,0
1277,23,5,Masters,44,35363,536,0
1278,26,4,Bachelors,25,19356,645,0
1279,39,19,HighSchool,21,63525,594,0
1280,34,13,Masters,47,56932,647,1
1281,21,0,Masters,60,30296,648,0
1282,66,47,PhD,39,86722,646,1
1283,39,18,Bachelors,42,47432,748,0
1284,70,50,PhD,53,95345,617,1
1285,51,30,Masters,49,90012,713,1
1286,44,25,HighSchool,23,49847,666,0
1287,31,6,HighSchool,43,33341,586,0
1288,53,29,Masters,57,56159,650,1
1289,46,21,PhD,30,59019,678,1
1290,63,38,Bachelors,52,86110,623,1
1291,31,6,PhD,22,33007,481,0
1292,41,22,PhD,27,68667,712,1
1293,20,0,HighSchool,43,27984,713,0
1294,36,11,HighSchool,29,54452,722,1
1295,21,0,Masters,33,39945,754,0
1296,18,0,Masters,24,37906,597,0
1297,54,32,PhD,41,74033,572,0
1298,64,44,Bachelors,52,71775,560,0
1299,60,35,Bachelors,40,91781,702,1
1300,57,33,PhD,34,80854,612,1
1301,20,0,Masters,25,43153,568,0
1302,54,32,HighSchool,55,107055,738,1
1303,52,34,Bachelors,50,72888,649,1
1304,60,40,HighSchool,37,81675,598,0
1305,63,38,HighSchool,54,69894,605,1
1306,20,0,HighSchool,41,17969,677,0
1307,51,28,PhD,36,99632,755,1
1308,52,32,Masters,29,77631,759,1
1309,27,5,PhD,30,70637,714,1
1310,29,11,HighSchool,39,34751,689,0
1311,44,21,Masters,44,88412,596,0
1312,21,0,Bachelors,58,22409,608,0
1313,66,42,HighSchool,37,97070,679,1
1314,44,25,PhD,21,47151,678,0
